"구분별(1)",구분별(2),구분별(3),2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),구분별(3),평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분)
"서울시",지역소분류,양천구,36.3,30.3,51.0,13.9,4.5,0.3,38.0,24.7,44.0,26.8,3.6,0.9,43.1,27.1,48.3,21.4,2.2,1.0,40.5,25.5,46.3,27.1,1.1,-,30.7,38.0,26.1,3.9,1.3,24.0,42.6,27.5,5.3,0.6,42.8
"서울시",지역소분류,강서구,35.8,42.6,48.3,8.1,0.8,0.2,31.6,34.8,41.6,20.3,2.4,0.8,37.1,37.8,42.1,17.7,2.0,0.4,35.3,35.2,49.5,14.0,1.3,-,38.9,37.8,19.8,2.7,0.8,35.1,40.8,19.4,3.4,1.3,37.7
"서울시",지역소분류,구로구,35.1,42.0,43.9,12.8,1.2,0.1,33.3,38.0,40.7,17.8,3.0,0.5,36.0,47.7,39.6,11.2,1.4,0.2,31.3,36.4,44.8,16.9,1.5,0.3,35.8,42.5,17.9,3.1,0.7,34.6,42.2,19.6,2.6,1.0,38.0
"서울시",지역소분류,금천구,36.7,40.2,47.0,11.7,1.0,0.1,33.0,39.0,46.9,13.5,0.5,0.1,32.6,46.1,27.4,22.2,3.1,1.3,33.9,42.0,32.9,20.3,4.0,0.8,39.6,36.2,21.1,2.5,0.7,34.3,38.9,23.7,2.6,0.5,38.2
"서울시",지역소분류,영등포구,34.9,40.8,48.1,10.0,1.2,0.0,32.3,40.3,41.2,13.5,3.0,2.0,35.3,41.6,42.1,13.1,2.9,0.4,33.1,42.1,44.8,11.2,1.8,0.1,30.9,47.4,19.5,1.5,0.7,26.6,49.3,21.5,1.9,0.7,39.8
"서울시",지역소분류,동작구,35.6,43.0,48.2,7.2,1.5,0.1,31.9,51.6,37.1,9.0,2.0,0.3,30.5,28.4,51.8,12.5,6.8,0.5,39.1,37.8,52.6,8.9,0.6,0.1,29.3,55.1,12.7,2.4,0.6,32.0,49.3,15.3,2.2,1.2,37.5
"서울시",지역소분류,관악구,34.3,41.7,48.3,9.0,0.9,0.2,32.1,40.6,43.4,12.5,2.5,1.0,33.8,35.2,51.3,11.3,1.9,0.3,34.2,35.1,41.6,21.3,1.0,1.0,31.7,47.1,18.0,2.2,1.1,33.5,47.1,16.8,2.0,0.5,36.6
"서울시",지역소분류,서초구,34.3,36.9,52.3,8.9,1.7,0.2,33.1,49.8,32.4,14.2,2.4,1.2,32.6,40.3,48.2,10.9,0.6,-,31.8,41.1,45.9,10.6,2.4,-,40.3,42.7,15.0,1.8,0.3,39.0,46.4,12.9,1.3,0.5,33.5
"서울시",지역소분류,강남구,35.9,38.6,49.0,11.0,1.3,0.1,33.3,37.0,50.9,10.9,0.9,0.3,32.0,42.1,39.5,16.1,1.0,1.3,33.2,38.6,53.4,7.1,0.7,0.2,35.3,41.6,19.3,2.9,0.9,32.7,48.8,16.5,1.7,0.3,34.8
"서울시",지역소분류,송파구,34.8,37.0,52.2,9.0,1.6,0.1,33.4,41.7,47.3,9.8,1.2,0.0,31.8,38.9,42.7,16.2,1.8,0.4,34.1,33.1,48.4,16.1,2.4,-,35.0,43.8,18.0,2.2,1.0,30.8,46.9,18.6,2.6,1.2,38.1
"서울시",지역소분류,강동구,36.5,36.5,53.7,8.8,1.0,0.1,32.9,42.3,40.4,15.7,1.1,0.6,33.0,40.8,47.6,10.6,0.9,0.1,32.2,38.9,37.3,20.8,2.7,0.3,43.9,38.5,15.4,1.8,0.3,35.1,39.5,21.2,3.2,1.1,38
